CorticalThickness,Structure,d_icv,se_icv,low_ci_icv,up_ci_icv,n_controls,n_patients,pobs,fdr_p
noBIPS<HC,R_inferiorparietal,-0.11,,-0.18,-0.04,,,3.62E-03,
noBIPS<HC,R_inferiortemporal,-0.14,,-0.21,-0.06,,,2.75E-04,
noBIPS<HC,R_isthmuscingulate,-0.05,,-0.12,0.02,,,0.17,
noBIPS<HC,R_lateraloccipital,-0.15,,-0.22,-0.07,,,9.61E-05,
noBIPS<HC,R_lateralorbitofrontal,-0.08,,-0.15,-0.01,,,0.03,
noBIPS<HC,R_lingual,0.01,,-0.06,0.08,,,0.81,
noBIPS<HC,R_medialorbitofrontal,-0.09,,-0.17,-0.02,,,0.01,
noBIPS<HC,R_middletemporal,-0.17,,-0.25,-0.1,,,3.43E-06,
noBIPS<HC,R_parahippocampal,-0.06,,-0.13,0.01,,,0.10,
noBIPS<HC,R_paracentral,-0.09,,-0.17,-0.02,,,0.01,
noBIPS<HC,R_parsopercularis,-0.06,,-0.13,0.02,,,0.13,
noBIPS<HC,R_parsorbitalis,0.01,,-0.07,0.08,,,0.83,
noBIPS<HC,R_parstriangularis,-0.05,,-0.12,0.03,,,0.23,
noBIPS<HC,R_pericalcarine,0.07,,-0.01,0.14,,,0.08,
noBIPS<HC,R_postcentral,-0.11,,-0.18,-0.04,,,3.05E-03,
noBIPS<HC,R_posteriorcingulate,-0.12,,-0.2,-0.05,,,1.06E-03,
noBIPS<HC,R_precentral,-0.11,,-0.19,-0.04,,,2.82E-03,
noBIPS<HC,R_precuneus,-0.13,,-0.21,-0.06,,,3.97E-04,
noBIPS<HC,R_rostralanteriorcingulate,-0.08,,-0.15,0,,,0.04,
noBIPS<HC,R_rostralmiddlefrontal,-0.11,,-0.18,-0.03,,,4.29E-03,
noBIPS<HC,R_superiorfrontal,-0.07,,-0.15,0,,,0.05,
noBIPS<HC,R_superiorparietal,-0.11,,-0.18,-0.04,,,3.55E-03,
noBIPS<HC,R_superiortemporal,-0.13,,-0.21,-0.06,,,3.25E-04,
noBIPS<HC,R_supramarginal,-0.08,,-0.15,-0.01,,,0.03,
noBIPS<HC,R_frontalpole,-0.06,,-0.14,0.01,,,0.08,
noBIPS<HC,R_temporalpole,-0.08,,-0.15,0,,,0.04,
noBIPS<HC,R_transversetemporal,-0.08,,-0.16,-0.01,,,0.03,
noBIPS<HC,R_insula,-0.13,,-0.21,-0.06,,,3.77E-04,
