CorticalThickness,Structure,d_icv,se_icv,low_ci_icv,up_ci_icv,%diff,n_controls,n_patients,pobs,fdr_p
HY1PDvsH2YPD,L_postcentral,0.001,0.009,-0.017,0.017,0.001,407,1002,0.998,
HY1PDvsH2YPD,L_posteriorcingulate,-0.011,0.011,-0.024,0.019,-0.108,437,1054,0.815,
HY1PDvsH2YPD,L_precentral,0.036,0.012,-0.014,0.031,0.357,415,1010,0.465,
HY1PDvsH2YPD,L_precuneus,-0.031,0.010,-0.025,0.012,-0.292,433,1053,0.501,
HY1PDvsH2YPD,L_rostralanteriorcingulate,0.031,0.016,-0.022,0.042,0.368,429,1040,0.540,
HY1PDvsH2YPD,L_rostralmiddlefrontal,0.027,0.009,-0.012,0.022,0.228,427,1042,0.553,
HY1PDvsH2YPD,L_superiorfrontal,0.007,0.010,-0.018,0.021,0.052,426,1025,0.894,
HY1PDvsH2YPD,L_superiorparietal,-0.054,0.009,-0.029,0.008,-0.521,419,1019,0.251,
HY1PDvsH2YPD,L_superiortemporal,-0.021,0.012,-0.028,0.018,-0.186,381,903,0.679,
HY1PDvsH2YPD,L_supramarginal,-0.024,0.010,-0.025,0.015,-0.209,416,1000,0.632,
HY1PDvsH2YPD,L_frontalpole,-0.011,0.018,-0.038,0.031,-0.138,432,1053,0.835,
HY1PDvsH2YPD,L_temporalpole,-0.057,0.023,-0.069,0.020,-0.686,416,1004,0.285,
HY1PDvsH2YPD,L_transversetemporal,-0.083,0.014,-0.051,0.005,-1.047,437,1058,0.110,
HY1PDvsH2YPD,L_insula,-0.045,0.013,-0.035,0.014,-0.362,433,1052,0.400,
HY1PDvsH2YPD,R_bankssts,-0.014,0.013,-0.028,0.021,-0.156,421,1003,0.767,
HY1PDvsH2YPD,R_caudalanteriorcingulate,-0.017,0.016,-0.037,0.026,-0.224,434,1046,0.734,
HY1PDvsH2YPD,R_caudalmiddlefrontal,-0.020,0.011,-0.025,0.017,-0.176,433,1048,0.696,
HY1PDvsH2YPD,R_cuneus,-0.034,0.010,-0.026,0.012,-0.393,403,953,0.462,
HY1PDvsH2YPD,R_entorhinal,-0.017,0.023,-0.055,0.037,-0.282,421,998,0.688,
HY1PDvsH2YPD,R_fusiform,-0.036,0.012,-0.035,0.013,-0.427,433,1047,0.366,
HY1PDvsH2YPD,R_inferiorparietal,-0.001,0.010,-0.019,0.019,-0.005,424,1018,0.991,
HY1PDvsH2YPD,R_inferiortemporal,-0.017,0.012,-0.027,0.018,-0.166,426,1025,0.702,
HY1PDvsH2YPD,R_isthmuscingulate,-0.014,0.013,-0.029,0.022,-0.165,435,1047,0.771,
HY1PDvsH2YPD,R_lateraloccipital,-0.053,0.010,-0.030,0.009,-0.496,429,1035,0.286,
HY1PDvsH2YPD,R_lateralorbitofrontal,-0.051,0.011,-0.034,0.008,-0.522,431,1051,0.235,
HY1PDvsH2YPD,R_lingual,-0.066,0.009,-0.030,0.004,-0.679,420,996,0.122,
HY1PDvsH2YPD,R_medialorbitofrontal,-0.030,0.011,-0.030,0.015,-0.335,428,1037,0.500,
HY1PDvsH2YPD,R_middletemporal,-0.024,0.012,-0.029,0.017,-0.227,420,1018,0.604,
HY1PDvsH2YPD,R_parahippocampal,-0.024,0.017,-0.041,0.024,-0.324,434,1044,0.620,
HY1PDvsH2YPD,R_paracentral,-0.009,0.012,-0.025,0.021,-0.095,433,1040,0.855,
HY1PDvsH2YPD,R_parsopercularis,-0.001,0.010,-0.021,0.020,-0.014,436,1052,0.974,
HY1PDvsH2YPD,R_parsorbitalis,-0.065,0.013,-0.041,0.008,-0.663,430,1048,0.182,
HY1PDvsH2YPD,R_parstriangularis,-0.005,0.010,-0.021,0.019,-0.044,430,1045,0.919,
HY1PDvsH2YPD,R_pericalcarine,-0.052,0.010,-0.031,0.007,-0.762,398,935,0.217,
HY1PDvsH2YPD,R_postcentral,-0.013,0.009,-0.020,0.015,-0.136,412,996,0.764,
HY1PDvsH2YPD,R_posteriorcingulate,-0.042,0.011,-0.031,0.011,-0.435,437,1054,0.346,
HY1PDvsH2YPD,R_precentral,0.004,0.012,-0.022,0.024,0.038,424,1008,0.939,
HY1PDvsH2YPD,R_precuneus,-0.049,0.010,-0.029,0.009,-0.454,434,1050,0.294,
HY1PDvsH2YPD,R_rostralanteriorcingulate,-0.002,0.016,-0.033,0.031,-0.032,431,1038,0.959,
HY1PDvsH2YPD,R_rostralmiddlefrontal,-0.038,0.009,-0.026,0.009,-0.381,430,1048,0.348,
HY1PDvsH2YPD,R_superiorfrontal,-0.034,0.010,-0.027,0.012,-0.295,426,1026,0.450,
HY1PDvsH2YPD,R_superiorparietal,-0.025,0.009,-0.024,0.013,-0.263,429,1023,0.564,
HY1PDvsH2YPD,R_superiortemporal,-0.055,0.011,-0.037,0.007,-0.567,407,958,0.189,
HY1PDvsH2YPD,R_supramarginal,-0.044,0.010,-0.029,0.011,-0.389,422,1013,0.364,
HY1PDvsH2YPD,R_frontalpole,-0.055,0.017,-0.053,0.015,-0.725,433,1052,0.278,
HY1PDvsH2YPD,R_temporalpole,-0.071,0.023,-0.079,0.011,-0.938,419,1001,0.142,
HY1PDvsH2YPD,R_transversetemporal,-0.071,0.016,-0.059,0.002,-1.255,438,1057,0.070,
HY1PDvsH2YPD,R_insula,-0.047,0.013,-0.040,0.014,-0.476,432,1043,0.308,
