SurfaceArea,Structure,d_icv,se_icv,low_ci_icv,up_ci_icv,n_controls,n_patients,pobs,fdr_p
CHR-PS+<CHR-PS-,L_superiorfrontal,0.08,,-0.09,0.26,,,0.23,
CHR-PS+<CHR-PS-,L_superiorparietal,0.04,,-0.14,0.21,,,0.57,
CHR-PS+<CHR-PS-,L_superiortemporal,-0.04,,-0.22,0.13,,,0.56,
CHR-PS+<CHR-PS-,L_supramarginal,-0.09,,-0.27,0.09,,,0.20,
CHR-PS+<CHR-PS-,L_frontalpole,0.12,,-0.05,0.3,,,0.08,
CHR-PS+<CHR-PS-,L_temporalpole,-0.07,,-0.24,0.1,,,0.31,
CHR-PS+<CHR-PS-,L_transversetemporal,-0.01,,-0.19,0.16,,,0.87,
CHR-PS+<CHR-PS-,L_insula,-0.08,,-0.26,0.09,,,0.24,
CHR-PS+<CHR-PS-,R_bankssts,-0.13,,-0.31,0.04,,,0.06,
CHR-PS+<CHR-PS-,R_caudalanteriorcingulate,0.08,,-0.09,0.26,,,0.23,
CHR-PS+<CHR-PS-,R_caudalmiddlefrontal,0.11,,-0.07,0.29,,,0.11,
CHR-PS+<CHR-PS-,R_cuneus,-0.02,,-0.19,0.16,,,82,
CHR-PS+<CHR-PS-,R_entorhinal,0.10,,-0.08,0.27,,,0.16,
CHR-PS+<CHR-PS-,R_fusiform,0.02,,-0.15,0.2,,,0.73,
CHR-PS+<CHR-PS-,R_inferiorparietal,0.06,,-0.11,0.23,,,0.39,
CHR-PS+<CHR-PS-,R_inferiortemporal,0.14,,-0.03,0.32,,,0.04,
CHR-PS+<CHR-PS-,R_isthmuscingulate,0.01,,-0.17,0.18,,,0.91,
CHR-PS+<CHR-PS-,R_lateraloccipital,-0.01,,-0.18,0.16,,,0.88,
CHR-PS+<CHR-PS-,R_lateralorbitofrontal,0.13,,-0.05,0.31,,,0.06,
CHR-PS+<CHR-PS-,R_lingual,-0.15,,-0.32,0.03,,,0.04,
CHR-PS+<CHR-PS-,R_medialorbitofrontal,0.04,,-0.14,0.21,,,0.61,
CHR-PS+<CHR-PS-,R_middletemporal,-0.07,,-0.24,0.11,,,0.32,
CHR-PS+<CHR-PS-,R_parahippocampal,-0.06,,-0.23,0.12,,,0.43,
CHR-PS+<CHR-PS-,R_paracentral,0,,-0.17,0.18,,,0.99,
CHR-PS+<CHR-PS-,R_parsopercularis,0.01,,-0.17,0.18,,,0.92,
CHR-PS+<CHR-PS-,R_parsorbitalis,0.08,,-0.09,0.26,,,0.23,
CHR-PS+<CHR-PS-,R_parstriangularis,0.09,,-0.08,0.27,,,0.19,
CHR-PS+<CHR-PS-,R_pericalcarine,-0.10,,-0.28,0.07,,,0.14,
CHR-PS+<CHR-PS-,R_postcentral,0.06,,-0.12,0.24,,,0.39,
CHR-PS+<CHR-PS-,R_posteriorcingulate,0.13,,-0.04,0.31,,,0.05,
CHR-PS+<CHR-PS-,R_precentral,0.14,,-0.04,0.32,,,0.04,
CHR-PS+<CHR-PS-,R_precuneus,0,,-0.18,0.17,,,0.99,
CHR-PS+<CHR-PS-,R_rostralanteriorcingulate,0.13,,-0.05,0.31,,,0.06,
CHR-PS+<CHR-PS-,R_rostralmiddlefrontal,0.09,,-0.08,0.27,,,0.19,
CHR-PS+<CHR-PS-,R_superiorfrontal,0.09,,-0.09,0.26,,,0.20,
CHR-PS+<CHR-PS-,R_superiorparietal,0.11,,-0.07,0.28,,,0.13,
CHR-PS+<CHR-PS-,R_superiortemporal,-0.11,,-0.28,0.07,,,0.12,
CHR-PS+<CHR-PS-,R_supramarginal,0.01,,-0.17,0.18,,,0.91,
CHR-PS+<CHR-PS-,R_frontalpole,0.01,,-0.16,0.19,,,0.85,
CHR-PS+<CHR-PS-,R_temporalpole,0.10,,-0.07,0.28,,,0.14,
CHR-PS+<CHR-PS-,R_transversetemporal,0,,-0.17,0.18,,,0.96,
CHR-PS+<CHR-PS-,R_insula,-0.06,,-0.24,0.11,,,0.36,
